Approved symbol,Approved name,Accession numbers,RefSeq IDs
TRIM61,tripartite motif containing 61,,NM_001012414
TRIM62,tripartite motif containing 62,BC007999,NM_018207
TRIM63,tripartite motif containing 63,AF353673,NM_032588
TRIM64,tripartite motif containing 64,AP001769,NM_001136486
TRIM64B,tripartite motif containing 64B
TRIM64C,tripartite motif containing 64C
TRIM65,tripartite motif containing 65,BC006138,NM_173547
TRIM66,tripartite motif containing 66,AB002296,NM_014818
TRIM67,tripartite motif containing 67,AK126782,NM_001004342
TRIM68,tripartite motif containing 68,AF360739,NM_018073
TRIM69,tripartite motif containing 69,AF302088
TRIM71,tripartite motif containing 71,,NM_001039111
TRIM72,tripartite motif containing 72,AK090695,NM_001008274
TRIM73,tripartite motif containing 73,AF498998
TRIM74,tripartite motif containing 74,AF498999,NM_198853
TRIM75,tripartite motif containing 75,,NM_001396070
TRIM77,tripartite motif containing 77,,NM_001146162
TRIML1,tripartite motif family like 1,AK093499,NM_178556
TRIML2,tripartite motif family like 2,AK098667,NM_173553
TRIO,trio Rho guanine nucleotide exchange factor,AF091395,NM_007118
TRIOBP,TRIO and F-actin binding protein,AB051449
TRIP4,thyroid hormone receptor interactor 4,L40371,NM_016213
TRIP6,thyroid hormone receptor interactor 6,"L40374, AF000974",NM_003302
TRIP10,thyroid hormone receptor interactor 10,AB072596
TRIP11,thyroid hormone receptor interactor 11,L40380
TRIP12,thyroid hormone receptor interactor 12,L40383,NM_004238
TRIP13,thyroid hormone receptor interactor 13,L40384,NM_004237
TRIQK,triple QxxK/R motif containing,"AK096398, BC110326, BC031029, BC065838",NM_001171795
TRIR,telomerase RNA component interacting RNase,AK027588,NM_024038
TRIT1,tRNA isopentenyltransferase 1,AF074918,NM_017646
TRMO,tRNA methyltransferase O,AK023069,NM_016481
TRMT1,tRNA methyltransferase 1,AF196479,NM_017722
TRMT1L,tRNA methyltransferase 1 like,AF288399,NM_030934
TRMT2A,tRNA methyltransferase 2 homolog A,BC017184,NM_022727
TRMT2B,tRNA methyltransferase 2 homolog B,BC020116,NM_024917
TRMT5,tRNA methyltransferase 5,AB037814,NM_020810
TRMT6,tRNA methyltransferase 6 non-catalytic subunit,AK000613
TRMT9B,tRNA methyltransferase 9B (putative),BC035082,NM_001099677
TRMT10A,tRNA methyltransferase 10A,BC028373,NM_152292
TRMT10B,tRNA methyltransferase 10B,BC057774,NM_144964
TRMT10C,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",AK000439,NM_017819
TRMT11,tRNA methyltransferase 11 homolog,AF182423,NM_021820
TRMT12,tRNA methyltransferase 12 homolog,AF313041,NM_017956
TRMT13,tRNA methyltransferase 13 homolog,BC075811,NM_019083
TRMT44,tRNA methyltransferase 44 homolog,AK093044,NM_152544
TRMT61A,tRNA methyltransferase 61A,AK097771,NM_152307
TRMT61B,tRNA methyltransferase 61B,BC010365,NM_017910
TRMT112,tRNA methyltransferase activator subunit 11-2,AF110774,NM_016404
TRMU,tRNA mitochondrial 2-thiouridylase,AY062123,NM_018006
TRNAU1AP,tRNA selenocysteine 1 associated protein 1,,NM_017846
TRNP1,TMF1 regulated nuclear protein 1,"AI366714, AL356390, BC069216, CH471059",NM_001013642
TRNT1,tRNA nucleotidyl transferase 1,AF151805
TRO,trophinin,U04811,NM_016157
TROAP,trophinin associated protein,U04810,NM_005480
TRPA1,transient receptor potential cation channel subfamily A member 1,Y10601,NM_007332
TRPC1,transient receptor potential cation channel subfamily C member 1,X89066,NM_003304
TRPC3,transient receptor potential cation channel subfamily C member 3,Y13758,NM_003305
TRPC4,transient receptor potential cation channel subfamily C member 4,U40983,NM_003306
TRPC4AP,transient receptor potential cation channel subfamily C member 4 associated protein,AF055022,NM_015638
TRPC5,transient receptor potential cation channel subfamily C member 5,AF054568,NM_012471
TRPC5OS,TRPC5 opposite strand,,NM_001195576
TRPC6,transient receptor potential cation channel subfamily C member 6,AJ006276,NM_004621
TRPC7,transient receptor potential cation channel subfamily C member 7,AJ272034,NM_020389
TRPM1,transient receptor potential cation channel subfamily M member 1,AF071787,NM_002420
TRPM2,transient receptor potential cation channel subfamily M member 2,AB001535,NM_003307
TRPM3,transient receptor potential cation channel subfamily M member 3,AB046836,NM_206945
TRPM4,transient receptor potential cation channel subfamily M member 4,AK000048,NM_017636
TRPM5,transient receptor potential cation channel subfamily M member 5,AF177473,NM_014555
TRPM6,transient receptor potential cation channel subfamily M member 6,AK026281,NM_017662
TRPM7,transient receptor potential cation channel subfamily M member 7,AF346629,NM_017672
TRPM8,transient receptor potential cation channel subfamily M member 8,AC005538,NM_024080
TRPS1,transcriptional repressor GATA binding 1,AF183810,NM_014112
TRPT1,tRNA phosphotransferase 1,,NM_031472
TRPV1,transient receptor potential cation channel subfamily V member 1,AJ272063,NM_018727
TRPV2,transient receptor potential cation channel subfamily V member 2,AF129112,NM_016113
TRPV3,transient receptor potential cation channel subfamily V member 3,AF514998,NM_145068
TRPV4,transient receptor potential cation channel subfamily V member 4,AF263523,NM_021625
TRPV5,transient receptor potential cation channel subfamily V member 5,AJ271207,NM_019841
TRPV6,transient receptor potential cation channel subfamily V member 6,AJ277909,NM_014274
TRRAP,transformation/transcription domain associated protein,AF076974,NM_003496
TRUB1,TruB pseudouridine synthase family member 1,AF448144,NM_139169
TRUB2,TruB pseudouridine synthase family member 2,AK001956,NM_015679
TSACC,TSSK6 activating cochaperone,AY048672,NM_144627
TSBP1,testis expressed basic protein 1,U60665,NM_006781
TSC1,TSC complex subunit 1,AF013168
TSC2,TSC complex subunit 2,AB014460,NM_000548
TSC22D1,TSC22 domain family member 1,AJ222700,NM_006022
TSC22D2,TSC22 domain family member 2,AB014569,NM_014779
TSC22D3,TSC22 domain family member 3,Z50781,NM_198057
TSC22D4,TSC22 domain family member 4,BC010406,NM_030935
TSEN2,tRNA splicing endonuclease subunit 2,BC019582,NM_025265
TSEN15,tRNA splicing endonuclease subunit 15,AF288394
TSEN34,tRNA splicing endonuclease subunit 34,AF211970,NM_024075
TSEN54,tRNA splicing endonuclease subunit 54,AK097583,NM_207346
TSFM,"Ts translation elongation factor, mitochondrial",L37936,NM_005726
TSG101,tumor susceptibility 101,U82130,NM_006292
TSGA10,testis specific 10,AF254756,NM_182911
TSGA10IP,testis specific 10 interacting protein,AK057442,NM_152762
TSGA13,testis specific 13,AK093329,NM_052933
TSHB,thyroid stimulating hormone subunit beta,BC069298,NM_000549
TSHR,thyroid stimulating hormone receptor,AY429111,NM_000369
TSHZ1,teashirt zinc finger homeobox 1,AF039698,NM_005786
TSHZ2,teashirt zinc finger homeobox 2,AF230201,NM_173485
TSHZ3,teashirt zinc finger homeobox 3,AL136805,NM_020856
TSKS,testis specific serine kinase substrate,BC058862,NM_021733
TSKU,"tsukushi, small leucine rich proteoglycan",AK075476,NM_015516
TSLP,thymic stromal lymphopoietin,BC040592,NM_033035
TSN,translin,X78627,NM_004622
TSNARE1,t-SNARE domain containing 1,,NM_145003
TSNAX,translin associated factor X,X95073,NM_005999
TSNAXIP1,translin associated factor X interacting protein 1,AF132730,NM_018430
TSPAN1,tetraspanin 1,BC013404,NM_005727
TSPAN2,tetraspanin 2,AF054839,NM_005725
TSPAN3,tetraspanin 3,,NM_005724
TSPAN4,tetraspanin 4,AF022813
TSPAN5,tetraspanin 5,,NM_005723
TSPAN6,tetraspanin 6,AF043906
TSPAN7,tetraspanin 7,D29808
TSPAN8,tetraspanin 8,M35252,NM_004616
TSPAN9,tetraspanin 9,AF089749,NM_006675
TSPAN10,tetraspanin 10,BC032802,NM_031945
TSPAN11,tetraspanin 11,,NM_001080509
TSPAN12,tetraspanin 12,AF124522,NM_012338
TSPAN13,tetraspanin 13,AF100759,NM_014399
TSPAN14,tetraspanin 14,AF311903,NM_030927
TSPAN15,tetraspanin 15,AY358934,NM_012339
TSPAN16,tetraspanin 16,BC029908,NM_012466
TSPAN17,tetraspanin 17,AF174603
TSPAN18,tetraspanin 18,AY358087,NM_130783
TSPAN19,tetraspanin 19,,NM_001100917
TSPAN31,tetraspanin 31
TSPAN32,tetraspanin 32,AF176070,NM_139024
TSPAN33,tetraspanin 33,,NM_178562
TSPEAR,thrombospondin type laminin G domain and EAR repeats,AJ487962,NM_144991
TSPO,translocator protein,AF075589,NM_007311
TSPO2,translocator protein 2,,NM_001010873.2
TSPOAP1,TSPO associated protein 1,AB014512,NM_004758
TSPY1,testis specific protein Y-linked 1,,NM_003308
TSPY2,testis specific protein Y-linked 2,AF106331,NM_022573
TSPY3,testis specific protein Y-linked 3,BC075016,NM_001077697
TSPY4,testis specific protein Y-linked 4,AK093413,NM_001164471
TSPY8,testis specific protein Y-linked 8,,NM_001243721
TSPY9,testis specific protein Y-linked 9,,NM_001396063
TSPY10,testis specific protein Y-linked 10,,NM_001320962
TSPYL1,TSPY like 1,AF042181
TSPYL2,TSPY like 2,AF273046,NM_022117
TSPYL4,TSPY like 4
TSPYL5,TSPY like 5,AB051537,NM_033512
TSPYL6,TSPY like 6,AK097417,NM_001003937
TSR1,TSR1 ribosome maturation factor,AK026565,NM_018128
TSR2,TSR2 ribosome maturation factor,BC007699,NM_058163
TSR3,TSR3 ribosome maturation factor,BC013943,NM_001001410
TSSC4,tumor suppressing subtransferable candidate 4,AF125568,NM_005706
TSSK1B,testis specific serine kinase 1B,AF348076,NM_032028
TSSK2,testis specific serine kinase 2,AF362953
TSSK3,testis specific serine kinase 3,AF296450
TSSK4,testis specific serine kinase 4,AF542390,NM_174944
TSSK6,testis specific serine kinase 6,AK172841,NM_032037
TST,thiosulfate sulfurtransferase,Z73420
TSTD1,thiosulfate sulfurtransferase like domain containing 1,,NM_001113207
TSTD2,thiosulfate sulfurtransferase like domain containing 2,AF258575,NM_139246
TSTD3,thiosulfate sulfurtransferase like domain containing 3,,NM_001195131
TTBK1,tau tubulin kinase 1,AB058758
TTBK2,tau tubulin kinase 2,AB020654,NM_173500
TTC1,tetratricopeptide repeat domain 1,U46570,NM_003314
TTC3,tetratricopeptide repeat domain 3,D84296,NM_001320703
TTC4,tetratricopeptide repeat domain 4,,NM_004623
TTC5,tetratricopeptide repeat domain 5,BC008647,NM_138376
TTC6,tetratricopeptide repeat domain 6,BC014342,NM_001310135
TTC7A,tetratricopeptide repeat domain 7A,AB032966,NM_001288951
TTC7B,tetratricopeptide repeat domain 7B,BC035865
TTC8,tetratricopeptide repeat domain 8,AK093891,NM_144596
TTC9,tetratricopeptide repeat domain 9,D86980,NM_015351
TTC9B,tetratricopeptide repeat domain 9B,BC029539,NM_152479
TTC9C,tetratricopeptide repeat domain 9C,BC032123,NM_173810
TTC12,tetratricopeptide repeat domain 12,AK000542,NM_017868
TTC13,tetratricopeptide repeat domain 13,,NM_024525
TTC14,tetratricopeptide repeat domain 14,AB075860,NM_133462
TTC16,tetratricopeptide repeat domain 16,AK057342,NM_144965
TTC17,tetratricopeptide repeat domain 17,AK001540,NM_018259
TTC19,tetratricopeptide repeat domain 19,AK094819,NM_017775
TTC21A,tetratricopeptide repeat domain 21A,AJ487015,NM_145755
TTC21B,tetratricopeptide repeat domain 21B,AB082523,NM_024753
TTC22,tetratricopeptide repeat domain 22,AK000626,NM_017904
TTC23,tetratricopeptide repeat domain 23,,NM_022905
TTC23L,tetratricopeptide repeat domain 23 like,,NM_144725
TTC24,tetratricopeptide repeat domain 24,,NM_001105669
TTC27,tetratricopeptide repeat domain 27,"BC063791, AK000279",NM_017735
TTC28,tetratricopeptide repeat domain 28,AB028966,NM_001145418
TTC29,tetratricopeptide repeat domain 29,AF345910,NM_031956
TTC31,tetratricopeptide repeat domain 31,AK026819,NM_022492
TTC32,tetratricopeptide repeat domain 32,BC057850,NM_001008237
TTC33,tetratricopeptide repeat domain 33,BC015701,NM_012382
TTC34,tetratricopeptide repeat domain 34,,NM_001242672
TTC36,tetratricopeptide repeat domain 36,EU489483,NM_001080441
TTC38,tetratricopeptide repeat domain 38,,NM_017931
TTC39A,tetratricopeptide repeat domain 39A,AB007921
TTC39B,tetratricopeptide repeat domain 39B,AK091187,NM_152574
TTC39C,tetratricopeptide repeat domain 39C,AK091080,NM_153211
TTF1,transcription termination factor 1,BC050734,NM_007344
TTF2,transcription termination factor 2,AF073771
TTI1,TELO2 interacting protein 1,BC013121,NM_014657
TTI2,TELO2 interacting protein 2,AK026916,NM_025115
TTK,TTK protein kinase
TTL,tubulin tyrosine ligase,,NM_153712
TTLL1,TTL family tubulin polyglutamylase complex subunit L1,AL096886,NM_012263
TTLL2,tubulin tyrosine ligase like 2,AK093039,NM_031949
TTLL3,tubulin tyrosine ligase like 3,,NM_001025930.2
TTLL4,tubulin tyrosine ligase like 4,,NM_014640
TTLL5,tubulin tyrosine ligase like 5,AF107885,NM_015072
TTLL6,tubulin tyrosine ligase like 6,AK093127,NM_173623
TTLL7,tubulin tyrosine ligase like 7,AY170843,NM_024686
TTLL8,tubulin tyrosine ligase like 8,,NM_001080447
TTLL9,tubulin tyrosine ligase like 9,AL031658,NM_001008409
TTLL10,tubulin tyrosine ligase like 10,AK093438,NM_153254
TTLL11,tubulin tyrosine ligase like 11,AF521886,NM_001139442
TTLL12,tubulin tyrosine ligase like 12,D63487,NM_015140
TTLL13,tubulin tyrosine ligase like 13,BC036668,NM_001396017
TTN,titin,X90568,NM_133378
TTPA,alpha tocopherol transfer protein,BC058000,NM_000370
TTPAL,alpha tocopherol transfer protein like,BC003071,NM_024331
TTR,transthyretin,M10605,NM_000371
TTYH1,tweety family member 1,AF177909
TTYH2,tweety family member 2
TTYH3,tweety family member 3,,NM_025250
TUB,TUB bipartite transcription factor,U54644,NM_003320
TUBA1A,tubulin alpha 1a,AF141347,NM_006009
TUBA1B,tubulin alpha 1b,AF081484,NM_006082
TUBA1C,tubulin alpha 1c,BC004949,NM_032704
TUBA3C,tubulin alpha 3c,AF005392,NM_006001
TUBA3D,tubulin alpha 3d,K03460,NM_080386
TUBA3E,tubulin alpha 3e,BC057811,NM_207312
TUBA4A,tubulin alpha 4a,AK054731,NM_006000
TUBA4B,tubulin alpha 4b,AK024002,NM_001355221
TUBA8,tubulin alpha 8,AJ245922,NM_018943
TUBAL3,tubulin alpha like 3,AK025318,NM_024803
TUBB,tubulin beta class I,AB062393,NM_178014
TUBB1,tubulin beta 1 class VI,AJ292757,NM_030773
TUBB2A,tubulin beta 2A class IIa,AY159127,NM_001069
TUBB2B,tubulin beta 2B class IIb,BC001352,NM_178012
TUBB3,tubulin beta 3 class III,BC000748,NM_006086
TUBB4A,tubulin beta 4A class IVa,AK075307,NM_006087
TUBB4B,tubulin beta 4B class IVb,BC019359,NM_006088
TUBB6,tubulin beta 6 class V,AK001295,NM_032525
TUBB8,tubulin beta 8 class VIII,AF355127,NM_177987
TUBB8B,tubulin beta 8B,AF355126,NM_001358689
TUBD1,tubulin delta 1,AF201333,NM_016261
TUBE1,tubulin epsilon 1,AF201334,NM_016262
TUBG1,tubulin gamma 1,BC000619,NM_001070
TUBG2,tubulin gamma 2,AF225971,NM_016437
TUBGCP2,tubulin gamma complex component 2,AF042379
TUBGCP3,tubulin gamma complex component 3,AF042378,NM_006322
TUBGCP4,tubulin gamma complex component 4,AJ249677,NM_014444
TUBGCP5,tubulin gamma complex component 5,AB067486,NM_052903
TUBGCP6,tubulin gamma complex component 6,AB051456,NM_020461
TUFM,"Tu translation elongation factor, mitochondrial",L38995,NM_003321
TUFT1,tuftelin 1,AF254260,NM_020127
TUG1,taurine up-regulated 1,AK057695,NM_001396518
TULP1,TUB like protein 1,U82468
TULP2,TUB like protein 2,U82469,NM_003323
TULP3,TUB like protein 3,AF045583,NM_003324
TULP4,TUB like protein 4,,NM_020245
TUSC1,tumor suppressor candidate 1,AY168647,NM_001004125
TUSC2,"tumor suppressor 2, mitochondrial calcium regulator",AF055479,NM_007275
TUSC3,tumor suppressor candidate 3,AK026149,NM_006765
TUT1,"terminal uridylyl transferase 1, U6 snRNA-specific",BC005013,NM_022830
TUT4,terminal uridylyl transferase 4,D83776,NM_001009881
TUT7,terminal uridylyl transferase 7,AL832026,NM_024617
TVP23A,trans-golgi network vesicle protein 23 homolog A,,NM_001079512
TVP23B,trans-golgi network vesicle protein 23 homolog B,AF151906,NM_016078
TVP23C,trans-golgi network vesicle protein 23 homolog C,BC011952,NM_145301
TWF1,twinfilin actin binding protein 1,U02680,NM_002822
TWF2,twinfilin actin binding protein 2,Y17169
TWIST1,twist family bHLH transcription factor 1,U80998,NM_000474
TWIST2,twist family bHLH transcription factor 2,BC017907
TWNK,twinkle mtDNA helicase,AF292004,NM_021830
TWSG1,twisted gastrulation BMP signaling modulator 1,AA486291
TXK,TXK tyrosine kinase,L27071,NM_003328
TXLNA,taxilin alpha,AF516206,NM_175852
TXLNB,taxilin beta,,NM_153235
TXLNG,taxilin gamma,AK002071,NM_018360
TXN,thioredoxin,X77584
TXN2,thioredoxin 2,U78678,NM_012473
TXNDC2,thioredoxin domain containing 2,AF080095,NM_032243
TXNDC5,thioredoxin domain containing 5,AK025006,NM_030810
TXNDC8,thioredoxin domain containing 8,BC035743,NM_001003936
TXNDC9,thioredoxin domain containing 9,BC005968,NM_005783
TXNDC11,thioredoxin domain containing 11,BC013727,NM_015914
TXNDC12,thioredoxin domain containing 12,AF131758,NM_015913
TXNDC15,thioredoxin domain containing 15,AK026278,NM_024715
TXNDC16,thioredoxin domain containing 16,AB037765,NM_020784
TXNDC17,thioredoxin domain containing 17,BC006405,NM_032731
TXNIP,thioredoxin interacting protein,S73591,NM_006472
TXNL1,thioredoxin like 1,AF003938
TXNL4A,thioredoxin like 4A,AF023612,NM_006701
TXNL4B,thioredoxin like 4B,BC009646,NM_017853
TXNRD1,thioredoxin reductase 1,,NM_003330
TXNRD2,thioredoxin reductase 2,AF106697,NM_006440
TXNRD3,thioredoxin reductase 3,AF133519,NM_052883
TXNRD3NB,"symbol withdrawn, see [HGNC:20667](/data/gene-symbol-report/#!/hgnc_id/HGNC:20667)"
TYK2,tyrosine kinase 2
TYMP,thymidine phosphorylase,M63193,NM_001953
TYMS,thymidylate synthetase,X02308,NM_001071
TYR,tyrosinase,M27160,NM_000372
TYRO3,TYRO3 protein tyrosine kinase,D50479
TYROBP,transmembrane immune signaling adaptor TYROBP,AF019563
TYRP1,tyrosinase related protein 1,L33830,NM_000550
TYSND1,trypsin like peroxisomal matrix peptidase 1,BC016840,NM_173555
TYW1,tRNA-yW synthesizing protein 1 homolog,AK001762,NM_018264
TYW1B,tRNA-yW synthesizing protein 1 homolog B,BC068520,NM_001145440
TYW3,tRNA-yW synthesizing protein 3 homolog,BX647591,NM_138467
TYW5,tRNA-yW synthesizing protein 5,AK095272,NM_001039693
U2AF1,U2 small nuclear RNA auxiliary factor 1,BC001177,NM_006758
U2AF1L4,U2 small nuclear RNA auxiliary factor 1 like 4,"BC021186, AY569437",NM_144987
U2AF1L5,U2 small nuclear RNA auxiliary factor 1 like 5
U2AF2,U2 small nuclear RNA auxiliary factor 2,BC008740,NM_007279
U2SURP,U2 snRNP associated SURP domain containing,BK000564,NM_001080415
UACA,uveal autoantigen with coiled-coil domains and ankyrin repeats,AF322916
UAP1,UDP-N-acetylglucosamine pyrophosphorylase 1,AB011004,NM_003115
UAP1L1,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1,AK022632,NM_207309
UBA1,ubiquitin like modifier activating enzyme 1,AF258566,NM_003334
UBA2,ubiquitin like modifier activating enzyme 2,BC003153,NM_005499
UBA3,ubiquitin like modifier activating enzyme 3,AB012190,NM_198195
UBA5,ubiquitin like modifier activating enzyme 5,AY253672,NM_024818
UBA6,ubiquitin like modifier activating enzyme 6,AK094164,NM_018227
UBA7,ubiquitin like modifier activating enzyme 7,BC006378,NM_003335
